"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.744,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.852,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",1.654,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",3.252,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",5.451,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",6.478,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",7.492,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",7.539,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",9.025,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",9.177,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",9.308,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",9.517,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",9.736,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",10.611,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",10.796,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",11.3,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",11.653,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",12.682,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",14.416,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",16.047,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",17.476,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",18.803,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",19.27,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",19.27,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",19.27,
"AUS","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",19.27,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0.002,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0.002,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.004,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.019,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","1990",4.743,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","1995",4.957,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2000",5.084,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2001",5.088,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2002",5.394,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2003",5.394,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2004",5.423,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2005",5.481,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2006",5.563,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2007",5.628,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2008",5.635,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2009",6.001,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2010",6.011,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2011",6.085,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2012",40.553,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2013",40.661,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2014",40.683,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2015",40.683,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2016",40.685,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2017",40.685,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2018",40.685,
"AUS","PROTECTEDAREA","MARINE","PC_WATER","A","2019",40.685,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.081,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.928,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",1.773,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",8.224,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",19.234,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",20.844,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",25.679,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",26.269,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",26.653,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",26.838,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",27.247,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",27.27,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",27.403,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",27.465,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",27.533,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",27.791,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",27.796,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",27.804,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",28.346,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",28.388,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",28.444,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",28.522,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",28.526,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",28.528,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",28.528,
"AUT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",28.528,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.002,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.021,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.069,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",2.422,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",7.101,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",7.795,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",10.711,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",15.836,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",21.683,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",22.329,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",23.2,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",23.279,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",23.287,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",23.294,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",23.297,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",23.298,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",23.299,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",23.303,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",23.307,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",23.315,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",24.511,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",24.896,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",24.9,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",24.909,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",24.909,
"BEL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",24.909,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","1990",1.497,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","1995",31.467,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2000",31.477,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2001",31.477,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2002",31.505,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2003",31.56,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2004",31.56,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2005",31.668,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2006",32.223,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2007",32.223,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2008",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2009",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2010",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2011",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2012",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2013",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2014",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2015",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2016",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2017",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2018",36.264,
"BEL","PROTECTEDAREA","MARINE","PC_WATER","A","2019",36.264,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",1.827,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",2.083,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",3.317,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",4.401,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",5.666,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",6.228,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",7.115,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",7.343,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",7.417,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",7.986,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",8.083,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",8.344,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",8.411,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",8.674,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",9.19,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",9.473,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",9.559,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",9.803,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",9.968,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",10.302,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",10.334,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",10.585,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",10.613,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",10.643,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",10.645,
"CAN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",10.645,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0.034,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0.073,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.25,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.269,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.336,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.377,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.438,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2001",0.439,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2002",0.442,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2003",0.498,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2004",0.54,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2005",0.577,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2006",0.584,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2007",0.587,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2008",0.743,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2009",0.752,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2010",0.91,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2011",0.911,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2012",0.911,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2013",0.934,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2014",0.934,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2015",0.959,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2016",1,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2017",2.937,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2018",2.937,
"CAN","PROTECTEDAREA","MARINE","PC_WATER","A","2019",2.937,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.146,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.684,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",5.003,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",11.699,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",13.374,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",15.383,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",15.587,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",15.6,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",15.617,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",15.628,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",18.057,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",21.141,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",21.148,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",21.256,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",21.256,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",21.456,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",21.457,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",21.46,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",21.46,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",21.464,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",21.467,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",21.88,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",21.906,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",21.909,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",21.909,
"CZE","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",21.909,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.42,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.771,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",1.342,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",6.031,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",10.04,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",16.171,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",16.872,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",16.914,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",17.016,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",17.03,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",17.039,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",17.044,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",17.054,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",17.082,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",17.209,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",17.464,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",17.496,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",17.5,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",17.5,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",17.502,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",17.509,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",17.568,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",17.568,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",17.568,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",17.568,
"DNK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",17.568,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0.011,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0.022,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.043,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","1980",4.19,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","1990",10.907,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","1995",10.998,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2000",15.582,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2001",15.583,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2002",16.148,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2003",16.148,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2004",16.228,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2005",16.229,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2006",16.229,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2007",16.24,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2008",16.243,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2009",17.732,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2010",17.733,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2011",17.733,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2012",17.733,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2013",17.733,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2014",17.733,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2015",17.735,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2016",17.738,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2017",17.741,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2018",17.741,
"DNK","PROTECTEDAREA","MARINE","PC_WATER","A","2019",17.741,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.028,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",1.367,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",1.369,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",1.633,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",4.064,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",8.708,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",14.665,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",14.671,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",14.676,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",14.683,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",14.735,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",14.755,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",14.761,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",14.767,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",14.777,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",14.784,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",14.794,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",14.807,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",14.82,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",14.838,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",14.868,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",14.872,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",14.877,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",15.004,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",15.006,
"FIN","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",15.006,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0.195,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0.254,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.26,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","1980",1.508,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","1990",2.217,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","1995",2.42,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2000",9.666,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2001",9.711,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2002",9.713,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2003",9.716,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2004",9.74,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2005",9.866,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2006",9.873,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2007",9.876,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2008",9.89,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2009",10.251,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2010",10.254,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2011",11.016,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2012",11.018,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2013",11.021,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2014",11.037,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2015",11.175,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2016",11.178,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2017",11.178,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2018",11.178,
"FIN","PROTECTEDAREA","MARINE","PC_WATER","A","2019",11.178,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.043,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.054,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",3.18,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",7.918,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",10.088,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",14.432,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",18.708,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",19.775,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",19.987,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",20.669,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",21.833,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",22.66,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",24.173,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",24.472,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",24.505,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",24.916,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",24.96,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",25.069,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",25.207,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",25.217,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",25.561,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",25.818,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",25.824,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",25.947,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",25.948,
"FRA","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",25.948,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.346,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.379,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.41,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","1995",3.779,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","2000",4.369,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","2001",4.372,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","2002",4.372,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","2003",4.762,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","2004",5.941,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","2005",5.999,
"FRA","PROTECTEDAREA","MARINE","PC_WATER","A","2006",9.421,
