<<<<<<< HEAD
"","numero","municipalite","montant","habitants","montantparhabitant","Date"
"103","1771","Geldrop-Mierlo","3","39595","7.6","17 maart 2020"
"104","1652","Gemert-Bakel","25","30447","82.1","17 maart 2020"
"105","907","Gennep","1","17071","5.9","17 maart 2020"
"106","784","Gilze en Rijen","1","26431","3.8","17 maart 2020"
"107","1924","Goeree-Overflakkee","5","49611","10.1","17 maart 2020"
"108","664","Goes","2","37653","5.3","17 maart 2020"
"109","785","Goirle","9","23793","37.8","17 maart 2020"
"110","1942","Gooise Meren","9","57715","15.6","17 maart 2020"
"111","512","Gorinchem","0","36682","0","17 maart 2020"
"112","513","Gouda","5","73181","6.8","17 maart 2020"
"113","786","Grave","0","12483","0","17 maart 2020"
"114","14","Groningen","7","231299","3","17 maart 2020"
"115","1729","Gulpen-Wittem","2","14246","14","17 maart 2020"
"116","158","Haaksbergen","1","24277","4.1","17 maart 2020"
"117","788","Haaren","7","14195","49.3","17 maart 2020"
"118","392","Haarlem","7","161265","4.3","17 maart 2020"
"119","394","Haarlemmermeer","4","154235","2.6","17 maart 2020"
"120","1655","Halderberge","2","30194","6.6","17 maart 2020"
"121","160","Hardenberg","0","60574","0","17 maart 2020"
"122","243","Harderwijk","4","47581","8.4","17 maart 2020"
"123","523","Hardinxveld-Giessendam","5","18051","27.7","17 maart 2020"
"124","72","Harlingen","1","15758","6.3","17 maart 2020"
"125","244","Hattem","0","12173","0","17 maart 2020"
"126","396","Heemskerk","2","39164","5.1","17 maart 2020"
"127","397","Heemstede","5","27286","18.3","17 maart 2020"
"128","246","Heerde","3","18546","16.2","17 maart 2020"
"129","74","Heerenveen","0","50257","0","17 maart 2020"
"130","398","Heerhugowaard","1","56742","1.8","17 maart 2020"
"131","917","Heerlen","8","86832","9.2","17 maart 2020"
"132","1658","Heeze-Leende","3","15964","18.8","17 maart 2020"
"133","399","Heiloo","3","23464","12.8","17 maart 2020"
"134","163","Hellendoorn","2","35808","5.6","17 maart 2020"
"135","530","Hellevoetsluis","1","40049","2.5","17 maart 2020"
"136","794","Helmond","19","91524","20.8","17 maart 2020"
"137","531","Hendrik-Ido-Ambacht","0","30966","0","17 maart 2020"
"138","164","Hengelo (O)","3","80683","3.7","17 maart 2020"
"139","1966","Het Hogeland","0","47888","0","17 maart 2020"
"140","252","Heumen","3","16486","18.2","17 maart 2020"
"141","797","Heusden","4","44135","9.1","17 maart 2020"
"142","534","Hillegom","0","21966","0","17 maart 2020"
"143","798","Hilvarenbeek","4","15334","26.1","17 maart 2020"
"144","402","Hilversum","3","90238","3.3","17 maart 2020"
"145","1963","Hoeksche Waard","6","86656","6.9","17 maart 2020"
"146","1735","Hof van Twente","1","34940","2.9","17 maart 2020"
"147","1911","Hollands Kroon","0","47815","0","17 maart 2020"
"148","118","Hoogeveen","2","55662","3.6","17 maart 2020"
"149","405","Hoorn","1","73004","1.4","17 maart 2020"
"150","1507","Horst aan de Maas","8","42291","18.9","17 maart 2020"
"151","321","Houten","13","49911","26","17 maart 2020"
"152","406","Huizen","1","41273","2.4","17 maart 2020"
"153","677","Hulst","0","27524","0","17 maart 2020"
"154","353","IJsselstein","6","34160","17.6","17 maart 2020"
"155","1884","Kaag en Braassem","0","26866","0","17 maart 2020"
"156","166","Kampen","1","53779","1.9","17 maart 2020"
"157","678","Kapelle","1","12785","7.8","17 maart 2020"
"158","537","Katwijk","1","65302","1.5","17 maart 2020"
"159","928","Kerkrade","3","45642","6.6","17 maart 2020"
"160","1598","Koggenland","1","22738","4.4","17 maart 2020"
"161","542","Krimpen aan den IJssel","1","29376","3.4","17 maart 2020"
"162","1931","Krimpenerwaard","4","56048","7.1","17 maart 2020"
"163","1659","Laarbeek","1","22333","4.5","17 maart 2020"
"164","1685","Landerd","14","15529","90.2","17 maart 2020"
"165","882","Landgraaf","4","37591","10.6","17 maart 2020"
"166","415","Landsmeer","3","11488","26.1","17 maart 2020"
"167","416","Langedijk","4","27992","14.3","17 maart 2020"
"168","1621","Lansingerland","7","61601","11.4","17 maart 2020"
"169","417","Laren","0","11195","0","17 maart 2020"
"170","80","Leeuwarden","3","123107","2.4","17 maart 2020"
"171","546","Leiden","8","124899","6.4","17 maart 2020"
"172","547","Leiderdorp","1","27109","3.7","17 maart 2020"
"173","1916","Leidschendam-Voorburg","5","75425","6.6","17 maart 2020"
"174","995","Lelystad","10","77893","12.8","17 maart 2020"
"175","1640","Leudal","8","35681","22.4","17 maart 2020"
"176","327","Leusden","1","30030","3.3","17 maart 2020"
"177","1705","Lingewaard","3","46475","6.5","17 maart 2020"
"178","553","Lisse","0","22800","0","17 maart 2020"
"179","262","Lochem","0","33590","0","17 maart 2020"
"180","809","Loon op Zand","8","23327","34.3","17 maart 2020"
"181","331","Lopik","2","14473","13.8","17 maart 2020"
"182","24","Loppersum","0","9614","0","17 maart 2020"
"183","168","Losser","0","22622","0","17 maart 2020"
"184","263","Maasdriel","1","24693","4","17 maart 2020"
"185","1641","Maasgouw","3","23716","12.6","17 maart 2020"
"186","556","Maassluis","1","32768","3.1","17 maart 2020"
"187","935","Maastricht","33","121565","27.1","17 maart 2020"
"188","420","Medemblik","0","44809","0","17 maart 2020"
"189","938","Meerssen","1","18923","5.3","17 maart 2020"
"190","1948","Meierijstad","49","80815","60.6","17 maart 2020"
"191","119","Meppel","0","33564","0","17 maart 2020"
"192","687","Middelburg","1","48544","2.1","17 maart 2020"
"193","1842","Midden-Delfland","0","19391","0","17 maart 2020"
"194","1731","Midden-Drenthe","0","33178","0","17 maart 2020"
"195","1952","Midden-Groningen","1","60899","1.6","17 maart 2020"
"196","815","Mill en Sint Hubert","1","10891","9.2","17 maart 2020"
"197","1709","Moerdijk","1","36961","2.7","17 maart 2020"
"198","1978","Molenlanden","3","43858","6.8","17 maart 2020"
"199","1955","Montferland","0","36026","0","17 maart 2020"
"200","335","Montfoort","0","13996","0","17 maart 2020"
"201","944","Mook en Middelaar","0","7806","0","17 maart 2020"
"202","1740","Neder-Betuwe","4","24034","16.6","17 maart 2020"
"203","946","Nederweert","5","17001","29.4","17 maart 2020"
"204","356","Nieuwegein","3","63036","4.8","17 maart 2020"
"205","569","Nieuwkoop","1","28628","3.5","17 maart 2020"
"206","267","Nijkerk","2","42943","4.7","17 maart 2020"
"207","268","Nijmegen","31","176731","17.5","17 maart 2020"
"208","1930","Nissewaard","3","84797","3.5","17 maart 2020"
"209","1970","Noardeast-Fryslân","0","45181","0","17 maart 2020"
"210","1695","Noord-Beveland","0","7308","0","17 maart 2020"
"211","1699","Noordenveld","1","31290","3.2","17 maart 2020"
"212","171","Noordoostpolder","2","46849","4.3","17 maart 2020"
"213","575","Noordwijk","2","42859","4.7","17 maart 2020"
"214","820","Nuenen, Gerwen en Nederwetten","1","23186","4.3","17 maart 2020"
"215","302","Nunspeet","2","27481","7.3","17 maart 2020"
"216","579","Oegstgeest","4","24426","16.4","17 maart 2020"
"217","823","Oirschot","1","18623","5.4","17 maart 2020"
"218","824","Oisterwijk","10","26140","38.3","17 maart 2020"
"219","1895","Oldambt","0","38129","0","17 maart 2020"
"220","269","Oldebroek","2","23598","8.5","17 maart 2020"
"221","173","Oldenzaal","1","31840","3.1","17 maart 2020"
"222","1773","Olst-Wijhe","0","18071","0","17 maart 2020"
"223","175","Ommen","1","17813","5.6","17 maart 2020"
"224","1586","Oost Gelre","0","29704","0","17 maart 2020"
"225","826","Oosterhout","8","55616","14.4","17 maart 2020"
"226","85","Ooststellingwerf","0","25497","0","17 maart 2020"
"227","431","Oostzaan","1","9757","10.2","17 maart 2020"
"228","432","Opmeer","0","11779","0","17 maart 2020"
"229","86","Opsterland","2","29723","6.7","17 maart 2020"
"230","828","Oss","14","91451","15.3","17 maart 2020"
"231","1509","Oude IJsselstreek","2","39473","5.1","17 maart 2020"
"232","437","Ouder-Amstel","2","13916","14.4","17 maart 2020"
"233","589","Oudewater","1","10201","9.8","17 maart 2020"
"234","1734","Overbetuwe","9","47543","18.9","17 maart 2020"
"235","590","Papendrecht","0","32290","0","17 maart 2020"
"236","1894","Peel en Maas","31","43311","71.6","17 maart 2020"
"237","765","Pekela","1","12214","8.2","17 maart 2020"
"238","1926","Pijnacker-Nootdorp","10","54331","18.4","17 maart 2020"
"239","439","Purmerend","2","80117","2.5","17 maart 2020"
"240","273","Putten","2","24198","8.3","17 maart 2020"
"241","177","Raalte","3","37511","8","17 maart 2020"
"242","703","Reimerswaal","2","22678","8.8","17 maart 2020"
"243","274","Renkum","8","31302","25.6","17 maart 2020"
"244","339","Renswoude","0","5259","0","17 maart 2020"
"245","1667","Reusel-De Mierden","0","13060","0","17 maart 2020"
"246","275","Rheden","2","43640","4.6","17 maart 2020"
"247","340","Rhenen","0","20004","0","17 maart 2020"
"248","597","Ridderkerk","1","46241","2.2","17 maart 2020"
"249","1742","Rijssen-Holten","0","38300","0","17 maart 2020"
"250","603","Rijswijk","2","53467","3.7","17 maart 2020"
"251","1669","Roerdalen","0","20615","0","17 maart 2020"
"252","957","Roermond","4","58209","6.9","17 maart 2020"
"253","1674","Roosendaal","6","77032","7.8","17 maart 2020"
"254","599","Rotterdam","41","644618","6.4","17 maart 2020"
"255","277","Rozendaal","1","1654","60.5","17 maart 2020"
"256","840","Rucphen","1","22572","4.4","17 maart 2020"
"257","441","Schagen","4","46553","8.6","17 maart 2020"
"258","279","Scherpenzeel","0","9873","0","17 maart 2020"
"259","606","Schiedam","1","77999","1.3","17 maart 2020"
"260","88","Schiermonnikoog","0","936","0","17 maart 2020"
"261","1676","Schouwen-Duiveland","2","33779","5.9","17 maart 2020"
"262","965","Simpelveld","4","10516","38","17 maart 2020"
"263","1702","Sint Anthonis","4","11606","34.5","17 maart 2020"
"264","845","Sint-Michielsgestel","8","28991","27.6","17 maart 2020"
"265","1883","Sittard-Geleen","42","92661","45.3","17 maart 2020"
"266","610","Sliedrecht","1","25026","4","17 maart 2020"
"267","1714","Sluis","2","23386","8.6","17 maart 2020"
"268","90","Smallingerland","3","55938","5.4","17 maart 2020"
"269","342","Soest","11","46194","23.8","17 maart 2020"
"270","847","Someren","2","19322","10.4","17 maart 2020"
"271","848","Son en Breugel","4","16904","23.7","17 maart 2020"
"272","37","Stadskanaal","0","31789","0","17 maart 2020"
"273","180","Staphorst","1","17003","5.9","17 maart 2020"
"274","532","Stede Broec","1","21706","4.6","17 maart 2020"
"275","851","Steenbergen","2","25054","8","17 maart 2020"
"276","1708","Steenwijkerland","1","43940","2.3","17 maart 2020"
"277","971","Stein","3","24961","12","17 maart 2020"
"278","1904","Stichtse Vecht","8","64336","12.4","17 maart 2020"
"279","1900","Súdwest-Fryslân","1","89710","1.1","17 maart 2020"
"280","715","Terneuzen","2","54589","3.7","17 maart 2020"
"281","93","Terschelling","0","4890","0","17 maart 2020"
"282","448","Texel","0","13547","0","17 maart 2020"
"283","1525","Teylingen","2","37061","5.4","17 maart 2020"
"284","716","Tholen","1","25780","3.9","17 maart 2020"
"285","281","Tiel","4","41978","9.5","17 maart 2020"
"286","855","Tilburg","88","217259","40.5","17 maart 2020"
"287","183","Tubbergen","1","21276","4.7","17 maart 2020"
"288","1700","Twenterand","0","33792","0","17 maart 2020"
"289","1730","Tynaarlo","1","33698","3","17 maart 2020"
"290","737","Tytsjerksteradiel","1","31780","3.1","17 maart 2020"
"291","856","Uden","49","41782","117.3","17 maart 2020"
"292","450","Uitgeest","0","13528","0","17 maart 2020"
"293","451","Uithoorn","0","29424","0","17 maart 2020"
"294","184","Urk","0","20776","0","17 maart 2020"
"295","344","Utrecht","60","352866","17","17 maart 2020"
"296","1581","Utrechtse Heuvelrug","5","49515","10.1","17 maart 2020"
"297","981","Vaals","0","10092","0","17 maart 2020"
"298","994","Valkenburg aan de Geul","2","16470","12.1","17 maart 2020"
"299","858","Valkenswaard","0","30910","0","17 maart 2020"
"300","47","Veendam","0","27491","0","17 maart 2020"
"301","345","Veenendaal","1","65589","1.5","17 maart 2020"
"302","717","Veere","1","21835","4.6","17 maart 2020"
"303","861","Veldhoven","1","45337","2.2","17 maart 2020"
"304","453","Velsen","4","68348","5.9","17 maart 2020"
"305","983","Venlo","8","101603","7.9","17 maart 2020"
"306","984","Venray","0","43326","0","17 maart 2020"
"307","1961","Vijfheerenlanden","4","55712","7.2","17 maart 2020"
"308","622","Vlaardingen","2","72404","2.8","17 maart 2020"
"309","96","Vlieland","0","1138","0","17 maart 2020"
"310","718","Vlissingen","4","44371","9","17 maart 2020"
"311","986","Voerendaal","1","12452","8","17 maart 2020"
"312","626","Voorschoten","0","25479","0","17 maart 2020"
"313","285","Voorst","1","24417","4.1","17 maart 2020"
"314","865","Vught","6","26396","22.7","17 maart 2020"
"315","1949","Waadhoeke","0","46039","0","17 maart 2020"
"316","866","Waalre","1","17247","5.8","17 maart 2020"
"317","867","Waalwijk","11","48240","22.8","17 maart 2020"
"318","627","Waddinxveen","1","28316","3.5","17 maart 2020"
"319","289","Wageningen","1","38774","2.6","17 maart 2020"
"320","629","Wassenaar","3","26211","11.4","17 maart 2020"
"321","852","Waterland","3","17315","17.3","17 maart 2020"
"322","988","Weert","0","49842","0","17 maart 2020"
"323","457","Weesp","0","19334","0","17 maart 2020"
"324","1960","West Betuwe","6","50697","11.8","17 maart 2020"
"325","668","West Maas en Waal","3","19076","15.7","17 maart 2020"
"326","1969","Westerkwartier","1","63031","1.6","17 maart 2020"
"327","1701","Westerveld","0","19348","0","17 maart 2020"
"328","293","Westervoort","0","14944","0","17 maart 2020"
"329","1950","Westerwolde","0","25199","0","17 maart 2020"
"330","1783","Westland","3","108603","2.8","17 maart 2020"
"331","98","Weststellingwerf","0","25840","0","17 maart 2020"
"332","614","Westvoorne","3","14626","20.5","17 maart 2020"
"333","189","Wierden","0","24351","0","17 maart 2020"
"334","296","Wijchen","6","40951","14.7","17 maart 2020"
"335","1696","Wijdemeren","0","24013","0","17 maart 2020"
"336","352","Wijk bij Duurstede","4","23762","16.8","17 maart 2020"
"337","294","Winterswijk","0","28903","0","17 maart 2020"
"338","873","Woensdrecht","0","21866","0","17 maart 2020"
"339","632","Woerden","3","52197","5.7","17 maart 2020"
"340","880","Wormerland","0","16329","0","17 maart 2020"
"341","351","Woudenberg","1","13166","7.6","17 maart 2020"
"342","479","Zaanstad","2","155885","1.3","17 maart 2020"
"343","297","Zaltbommel","3","28451","10.5","17 maart 2020"
"344","473","Zandvoort","1","17011","5.9","17 maart 2020"
"345","50","Zeewolde","2","22309","9","17 maart 2020"
"346","355","Zeist","12","63934","18.8","17 maart 2020"
"347","299","Zevenaar","0","43488","0","17 maart 2020"
"348","637","Zoetermeer","0","124944","0","17 maart 2020"
"349","638","Zoeterwoude","0","8450","0","17 maart 2020"
"350","1892","Zuidplas","0","42762","0","17 maart 2020"
"351","879","Zundert","4","21612","18.5","17 maart 2020"
"352","301","Zutphen","1","47609","2.1","17 maart 2020"
"353","1896","Zwartewaterland","4","22503","17.8","17 maart 2020"
"354","642","Zwijndrecht","4","44639","9","17 maart 2020"
"355","193","Zwolle","8","127497","6.3","17 maart 2020"
>>>>>>> upstream/master
